index,regex,R,C-RASP,R_infinity
656,b(cc+b)*(c+a)*+(b+b+b)(a+b)*(a)c*+c*(a)b*+(b)*bbc+a+ba+b+b,False,False,False
657,(a*ba+c+c+c)ba*(a)*bba+(bc)(a+c)*aa*ca+(b+a)b*b*a+b*bbb+b*ca+c+c,False,False,False
658,(bba+c+a)b*(b+b)(b),True,True,True
659,b(c+c)*(c+b)*+a(b+a)(c)*b*b+(b)(b)*ccc+c*,True,True,True
660,(b*bc+aa+b)*+(bb+b+c)*(b)*,False,False,False
661,(bca+ac+a+b)*+(cb+c+c)*,False,False,False
662,(c*cb)*,False,False,False
663,(bbb)*(ca+c+a)+(bc+b+a)*(c+a),False,False,False
664,(c+bb+c+b)*caa*,False,False,False
665,(a*ba+ba+b+c)(ba+a),True,True,True
666,(b+a+c+c)*c+(cc)*+(c+c)(a)c*+aa,False,False,False
667,(c*cc+cc)+b,True,True,True
668,c*a(a+b)(a),True,True,True
669,b*(ba+c)c*c*+c(b+b)*bccc+(c)a*c*bb+a*c*cc,True,True,True
670,(ccc)*+(a+b+a)*(b+b)*(c)*c*bc,False,False,False
671,(b*ca+aa+c+b)a*,True,True,True
672,(caa+c+a+b)c(c+c)*(a)b*cb+(b+b)*(b)+(b+c)*+(b)*+c,True,True,True
673,(b*cc+ab+b+b)(bc+a)*cca*,False,True,True
674,(c*bb+ab)+(c+c+a)*+(a+a)*b*b*bc+(a)baa+c*cb+bb,True,True,True
675,(cbb+a)*(ab+b+a)c(a)*ac,False,False,False
676,(aab)*(ca+b+b)(a+c)(a)*+c*(b+c)*(a)bbb+a(b)*b+(a)*+c*+bc+b+c,False,True,True
677,a*c*a*b*aab+(ba)(c+a)*bc*bb+(b)cb*bc,True,True,True
678,(bbc)+(ba+a+a)*(c)*(c)a*c,False,False,False
679,c+(cb)*,False,True,True
680,(ac+aa+c)(ca+b+b)(c+a)*ba*ab+(ab+c)*(b+c)*(b)*a*ac+c+b*abc+b*cb+bc+c+b,False,True,True
681,(cba)*(cc)*(c+a)(a)*+(ac+c+a)*(a+c)aba+(a)ba*ca+(a)c*cc,False,False,False
682,(c*)+(bc+b+a)+(b+a)(c)*c*c+a*+ba+aa+a+c,True,True,True
683,(a*ab+cb+a+c)*,False,False,False
684,(a*ba+bb)(bb+a)*+b*(a+c)b*+b+cc*ca+acb+ac+b+b,False,False,True
685,(c*c)*+c(b)+(a+c)(c)+(a)*b+a*+ca,True,True,True
686,(bcb),True,True,True
687,(c)*b*(c+c)*,True,True,True
688,c(cc+b)*b(a)*a*ba,False,False,False
689,(c*bb)*b(b+a)+(bb+a+b)a*(b)b*bc+ba*bba+(a)+bab+aa+c+c,False,False,False
690,c*(ac+b+b)*(b+b)*(a)+(bc+a+b)*a*(c)b*a+(b+a)*bb*bc+cb*c+a+ca+c+a,False,False,False
691,(c*cc+b)(bc)*(c+a)*+(bc+a)*+b,False,True,True
692,(cac)(cb+b+b)a(c)*c*c,True,True,True
693,(a*)+(ab+b+a)*c*(a)*bca+b+(a)b*ca+bbc+c+b,False,False,False
694,(cba+ca+a)*b+(ac+a+a)(b+a)(b)+bab*cb,False,False,False
695,(c*ca+cc+b+a),True,True,True
696,b*(aa)+(ab+b)*(b+c)c*b*cb+(c)*(b)cab+a+a*cb+aa+a+a,False,False,False
697,(cac)(ac+b+c)*(a+a)*(b)*c*+(a+c+b)*(a),False,False,False
698,(cbc+c+b+c)(ac+b+a)*,False,False,False
699,(ca+b+c)(bb)*c+(ac+c)*(a+a)*(a)*abb+(b)*(a)*bbb+cb*ca+a*+cc+b,False,False,False
700,cc(b+b)*a*,True,True,True
701,(a*b+cb+c+b),True,True,True
702,a(ac),True,True,True
703,c*(bc)(c)(c)cca+a*(c+c)+(c+a)*(a)bbc+(b)*b*ca+b*bb+ca+c+c,False,False,False
704,(acc+aa+c)*c*c,False,False,False
705,a+(c+b+a)*b*cacb+(a+a)(c)*bab+(c)b,False,False,False
706,(a*ab+ba)b*(a)+a(b+a)*(b)caa+(b+a)a*aca+ca*ba+c*bb,False,False,False
707,(c+ba+c+a)c*(c)*c+(bc+c+a)*+b*+abca+a*b+cb+c+c,False,False,False
708,c(bb+a+b)*(b+b)(b)*c+(ab)(b+c)(a)a*bc+(b+b)*(b)*,False,False,False
709,(c*b+bb+a+a)*+(a+b+a)*(c+c)*b*bcc+a(b)c*ac,False,False,False
710,(c*ba)*(a+b+c)*c*+(cb)+(a+b)(c),True,True,True
711,(c+c+a)*+(ab+b+b)(c+a)(a)a*a+(c)*(a)*cba+(a)+b*bb+cb,True,True,True
712,(a*ba+cb+c)*(cb+b+a)*(c+c)(c)*a*aa+(ab+b+b),False,False,False
713,b*(c)(a+c)(a)bbc,True,True,True
714,(a*aa)*,True,True,True
715,(a*ab+aa)*(bc+a+a),False,False,False
716,(c)*a,True,True,True
717,(acc)*+(ab+c+b)(a+b)*+(a+b)+cabc,False,True,True
718,(b*a+bb+c+b)(cc+c+c)*(a)(c)a*,True,True,True
719,(c+ab)a(a)(a)aaa+b(c+a)(a)*b*cc,True,True,True
720,(c*ba)*(ab+b+b)(c+c)*c*,False,False,True
721,b(ca+b)bb*c*ac,True,True,True
722,(ccc+b+a)(a)a*(b)*c*ba,True,True,True
723,b(aa+c+a)(a+a)c*b*+(bc+b)*(a+c)a*a+(a+b)*b*a*b,False,False,False
724,b+b*(c)(b)cca+ac*baa+(b)*ac+b*cb+b+c+b,True,True,True
725,(cab+c)*(ac+b+c)*a*,False,False,False
726,(aac)b(b+a)*(a)a*c+(a+a)(c+c)*ab*ab,False,False,False
727,(a*bb)a(c+c)*ac+(c+a+b)*(a)c*a*cb+(c+c)*(a)*bbb+b+cca+cc+c,False,False,False
728,(aba+aa+c+b)*+(cb)*(c+c)*+(a)*c,False,False,False
729,(bcb+b)(cc)(c+b)*(b)*b*cb+(aa+a+a)*cbbaa+(a+a)(b)*,False,False,False
730,bc(c)ab*a+c*+(c+a)*,True,True,True
731,(ca+ca+b+c)*,False,False,False
732,(b*a+bc+b+a)a*+(bb)(b+a)*,True,True,True
733,(acc+c+c+b)(a)(a+a)*(a)*bbb+(ba+a+b)+a*ca*aa+(b)+acc,True,True,True
734,(abc+cb+b+c)*+(aa+b+a)(c)+(a+b)(c)*+(c)cab,False,False,False
735,(c*ac+ca+b)(ca+c+b)(c+b)*(b)+(aa)ba*bbb+(b+a)(c)*a*,False,False,False
736,(cca)(b+c+a)*(a+c)(c)aca+(a)(a+c)+(c+b)(c)*b*c,False,False,False
737,(b*ac+a+a+b)b*(b+a)*(b)baa+c*a*(a)*abb+(b)*(b)*cb+(c)*b+a*cc+bb,False,False,False
738,(a)(a+b)a*(c)b*ab,True,True,True
739,(c*cb+c+c)+c*(a+c)*(b)*c*ac+(a)*b*abb+(c)c*ca+b*b+aa+b+b,False,False,False
740,(bcc+aa)b+c+(b)a*b,True,True,True
741,(bc)*(aa+a+c)*+(bc)*(c+b)*+(b+c)(a)a*bc+cb*bc+cba,False,True,True
742,b*(ab)*a*(a)*,False,True,True
743,(cca)*(aa+b+c)cb*a*ac+c*(b+b)+b*+(b)+a*b,False,True,True
744,(acc+cb)*b*(b)aac+b(a+b)ba+(b)*(c)*aca,False,True,True
745,(a*cc+bc+b)+(aa+a+c)*(a)*c*baa+(b)*(b)c+a+cac+b,True,True,True
746,(a*c)(ca+b)*(c+c)(c)acc+(ba+c)*c*,False,True,True
747,a*(aa+c+b)+(bb+b+b)*(a)*b*b*+(b+a)*(c)cb,True,True,True
748,ac+c(c+c)*+b*b*bcb,True,True,True
749,b(c)(c+b)bcab+(ba+c+c)*,False,True,True
750,(c*+cb+c+b)*+(ab+c)*+(b+a)*(b)acb+(c)*aa+ac+b+b,False,False,False
751,(b*b)b(a)(b)b+a(c+a)*(b)*a*cc+a(c)abb+a*ba+c+ca+b,False,False,False
752,(ab)*,False,True,True
753,(c*b+ba)a*(c+c)*(a)c*,True,True,True
754,(b*+bb+a+c)b*a*(a)*c*cc+(cc+b+b)*a*+a+(b)c+b*c+bb,False,False,True
755,(b*+cb+c)*a,True,True,True
756,(abb+ac+c+a)(cb+a+b)bb*c*aa+(c+c+b)*b*cc+(a+c)(b)b,False,False,False
757,(cba+ba)+(bc+a+b)*+(a+c)*(a)*ab+(b)b*+bba,False,False,False
758,b(bb+a+a)*+(a+a+a)*(a+b)*(b)b*ab+(a+b)*(a)+(c)ac+a*cc+bc,False,False,False
759,(aab)*(aa+c)a*+(ac+b+b)b(b)bcb+(a+c)(a)*,False,True,True
760,(bcb+c+a+b)*b*c*(b)*a,False,False,False
761,(b*bb+ba),True,True,True
762,b*b(a)*(c)*+c(a+b)*(a)*b*bc+(b+c)(b)a*+(b)*caa+a*+c+b+a,False,False,False
763,(c*cc+bb+b+c)*+(cb+a+a)*+(b+a)*(c)*c*,False,True,True
764,b*(cc+c+c)(c)*(c)*+b(c+b)(c)bba,True,True,True
765,c*a+(bb+b+b)+(c+b)*(b)acc+(b)+a*bc,False,False,False
766,(b*ba)*(bb)*(b+a)*+(a+c)(b)(b)*a*bb,True,True,True
767,(cca+cb+c+b)c*(b+b)a*c*+(ba+b+a)(c+c)*(c)+(a)cc*cb,True,True,True
768,(caa)(b+c+c)*+b*(b+c),True,True,True
769,(b*ab+ab+a+c)*(cb+b)(b)*+c*(b+b)*(c)*,False,False,False
770,a+bc*a*c*b,True,True,True
771,(ba+b)*(a+a+c)*(c+a)(c)cba,False,False,False
772,(aaa)(ac+c+b)a*cb*ba+(ac+b)*+ab+b*c*bb+a*+ba+c,False,True,True
773,(a*cc)(aa)*(a+b)a*acc+(ab)+c(b)bc,False,False,True
774,(aba)b*a*(c)ac+c+(c)+(b),True,True,True
775,(bc+cb)*+(a)(b+a)(c)*aa+bcbaa+(b)bcc+b*cb+cc,False,True,True
776,(baa+cb+b+b)+(ac)(c+a)*+c(b)*+cb*c+acb,True,True,True
777,(abb+bb)*(ca+b+b)*(c+c)a,False,False,False
778,(b*b+a+b+a)a(b+b)(b)*a*ab,True,True,True
779,c*(cb)(b+b)(a)b*bc,True,True,True
780,(a*+a)*(aa+b+b)*(a+b)*(b)c*a+(ab)(a)*+(b+a)*(b)c,False,False,False
781,c(ba)(a+a)(b)c*+(a+c)*(c+c)(b)c*ba+(b+b)b+(c)bac+a*ca+bc+c+a,False,False,False
782,a(bc+a)*c(c)aac,False,True,True
783,(bab+cb+c+a)*(aa+b+b)*(c+a)(c),False,False,False
784,(c*)(ca+c)(b+c)*+b*+(c+a),True,True,True
785,c*(aa+c+b)(b+b)*b*b*+(bb)+(b+a)(a)b,True,True,True
786,b,True,True,True
787,a(ba+a+b)*(a+b)*+a+(a+a)*(a)*c*ac+(a)*c,True,True,True
788,(acc+aa+a+a)*+(bc+b+c),False,False,False
789,(cac)*(cc)(a+b)(c)*ccb+ca(c)*aaa+(c)+(a)b*+caa+ca+a,False,True,True
790,a*c*+(bc+c+b)*(c)*a*ccb,False,False,False
791,(bac+b+c)*a,False,False,False
792,(b*ca+cc+c)*(aa+b+a)(b+a)*(b)a+(ab+a)*,False,False,False
793,b(a+c+c)*b*+(ba+c)*(b)*(b)a*+(c+a)*c*+c*c*ca,False,False,False
794,(bac)*(ac+b+b),False,True,True
795,a(ba+a+b)(a+c)*(b)*b+a(b+a)*(b)*ab+(a+c),False,False,False
796,bb+ba*+(a)abcc+(c)bba+b*bc+bc+b+c,True,True,True
797,(bcb+ca+c)*(aa)(a+c)(c)+(cc)*a*b*+(a+c)a*b*bc+(a)c*cb+c*+b+b+a,False,False,False
798,(bba+ba+c+b)*aabb*a+b*(b+a)(a)cac+(b+b)*(c)*+bb,False,False,False
799,(c*)*(ab+c+b)c*(b)c+(a+c+c)c(a)*bac+a*(b)c*ca,True,True,True
800,(c*+ac)a*+(c)(a+c)*(a)b*cc+(c)*(c)+(b)*aba,False,False,False
801,(bbb+ac)*b*(c+a)(a)*b*ba+c(a+a)*ca*ca+(b)*ca*+(b)*+cba+cb+b+c,False,False,True
802,(b)*a*(a+b)*,True,True,True
803,(c*ac)(a+b+a)*(b)*(a),False,False,False
804,(c*aa)(ba+b+c)(c+b)(a)*cab+(ab+b)c*(b)*aba+(c+b)+(a)*,True,True,True
805,c*+(cc+a+a)*(c+a)*aa*ba+(a+b)*(a)a*ca,False,False,False
806,bb+(aa+b)(c+b)b*cbb+c*+a,True,True,True
807,(bbc+ac+c+a)(cc)(a)+(aa)*c(a)*+(c)*(a)a*ba+(c)aa+b*b,False,False,True
808,b,True,True,True
809,c*(cb+b+b)*a*a*c+(a+c+b)(b+a)(c)b*c+(b+a)(a)a*ab+(b)cba,False,False,False
810,b*+(b)a*(c)*c*ba,True,True,True
811,ca*(c+b)(c)*b*ac+(cc+c)(a+c),True,True,True
812,(ccb+c)*+c+(c+c)(a)*c*ab+(a)a*+ab,False,False,False
813,(bcb+bc+a)*(aa+c+a),False,False,False
814,(a*ab+bc+b+c)(bb+c+a)abb,True,True,True
815,(c*b)*c+(bc+a+c)(b+a)*a*,False,False,False
816,(cb+ab+a+a)+(ab)*(a+b)*+(a)(a)*baa+(c)bbb+ccb+ab+c+c,True,True,True
817,a*(ba+c+b)*+b,False,False,False
818,b*,True,True,True
819,(c*cc)*bb,True,True,True
820,(a*ba+ca+c+c)*b(a+a)*(a)b*,False,False,False
821,(b)*(ab)+(ca)*(c+c)(a)abb,False,True,True
822,(a*+cc+a+a)*(c+c)+a*c(c)b*cc+(a+c)*+c*c+b*cc+a,True,True,True
823,(a*bb)*+(a+c+b)c*(c)c*ab+b*(b)*aab+(a)aaa+a*,False,False,True
824,(b*a)*(a+c+a)c*(b)c*bb+c*b(a)*cb+c*(b)bab,False,False,False
825,(ccc+ac+c)+ac(c)*+(b+a)ab*ca,True,True,True
826,a*b(c+c)*(c)bcb+(bb+c+b)(c)*(b)*c*ac+(b+c)*a+(a)ccc+a*aa+ca+a+b,True,True,True
827,(a*ba+ab+a+b)+a,True,True,True
828,b+(cc+a+c)*(a)(c)bca,False,False,False
829,(a*bb+ba+b+b)*+b*(b+a)(c)acb+c(b)b*b+aaba+cc,False,False,False
830,(c*bb+bb+c)+(ab+c+c)*ab+(b+c)*a+ab,False,False,False
831,(c*cb+ab+c)*b(a)*(c)b*+(b)+c*(a)*+(c)*a*cc,False,False,False
832,(a*ac),True,True,True
833,(a*ba+ab)c*(b+a)*a+(ac+c+b)*(a+c)(b)+(a)*c*bac+(a)*c*a,False,False,False
834,c*(ac+a+b)*a*(b)+(cc+a+c)b*(c)b*+a*a+(c)ca+cb,False,False,False
835,(bcb+bc+c+a)*(bb+b+c)(a+c)*,False,False,False
836,cc(a+c)*b,True,True,True
837,(c*c+a)*(ac)(b+c)*(a)*acc+(ac+c)*+c*(a)aca+(b)c*b,False,False,False
838,a(bc+b+b)*(c+a)(b)*c+(ba+c)+(c+a)(b)*abb,False,False,False
839,(cbc)*+c*+(b+c)(a)aba+(a)*b*c+c*a,False,True,True
840,ca,True,True,True
841,(a*)*,True,True,True
842,c*b*(b+a)ba,True,True,True
843,(b*bc+a)+(ca+c+a)+(b)b*a+(a)*,True,True,True
844,(bab+ac+c+a)(ab+a+c),True,True,True
845,(b+bc+a+c)*(bb)+(cc+b+c)(a)c*bac+(c)*(a)*a*a+(c)*c*ba,False,False,False
846,(cba+aa)(ba+c+a)+(ab+c+c)*,False,True,True
847,(b*aa+cb)*b(c+a)(c)a*ab+(c+a)*(b)*(b)acc+(c+b)(a)*a,False,False,False
848,(a*cb)*c*c(c)+a*(c+c)*(b)b*aa+(b+b)*(a)bbb,False,False,True
849,(ccc)(cb+b+b)*c*(b)abc+(bc)*,False,False,False
850,(cca+aa+c+c)c(a+b)*(a)*c*bc+(b+b)b(c)c*ac,False,False,False
851,(c*+bb+c+a)(ac+a)c(c)a*ab+(cb+b+a)(a)a*c+(c+b)*(b)b*a,False,False,False
852,(b*ba)*(b+a+a)*(a+a)*(b)*+(a+c)(b+c)(b)*b*+(a+a)*(b)*+(b)*c*c+a*ac+ab+b+c,True,True,True
853,a*b*+a(b+a)(a)b*ac,True,True,True
854,c*(bb+c+a)(c+a)*(b)*b*+(bc+a+c)(b+c)(c)+c*+(c)caa+b*aa+ac,True,True,True
855,c(b+a+a)*(c+b),False,False,False
856,a+(cb)*b+(b+c)+a*ca+a*ab,False,True,True
857,(a+c+b+c)*+(ac)c(a)+cbb*ca+ac*a+a*b+cb+c+b,True,True,True
858,(ccc+c)(cc+c)*(b+b)(c)*b*ab,True,True,True
859,(a*b)*+(ac+b+a)b*bc*cb,True,False,True
860,a+(a+b+c)(a)*(b)c*cb+(c+a)b+cc+a*aa+cb+a+a,True,True,True
861,(c*bb+ac)*(bb+a+b)+(cb+c+a)(b+a)*(a)*caa+(c+c)b*,False,False,False
862,(ccc+ba+b)(bb+b+b)*c*(a)+c*c(b)*bc,True,True,True
863,(c+bb+b)*a*(b+a)+(ba)(b)(a)*b*cc+c(c)b*cc+(c)*bba+cbc,False,False,False
864,(a+cc+b)(b)*(c)*(a)*aaa+(b)*(c)*+(b+b)(c)*b*ac,True,True,True
865,(b*ba+cc)*(ba+b+c)(c)(a)*c*c+(bc+c)*+c*(b)*cbc,False,False,False
866,b(aa+c+b)+(ac+a+b)(a+a)*+c*(c)*aba+(a)*bca+cac+ab+b,True,True,True
867,(bca)(aa)*(c)*+bc*(b)b*aa+(b)*b*+(b)+ccc+a,False,False,True
868,(c*cb+c+a)*+bc(c)*a*ac+(c+c)(b)aba+(c)c*cc+b*ca+ba+a+c,False,False,False
869,b(cb+a+a)a(c)aab+(cc+c+a)(b+b)*(c)acc,True,True,True
870,(cab+cb+c+c)*(ca+b+a)c*(c)c*ba,False,False,False
871,(b*cc)*,False,False,True
872,(ab+bb)*c*(b+a)*(b)*a*,False,False,True
873,b*c(a)c*+(a+b)*(a+c)cbaa,False,False,False
874,(ccb)(a+a+a)(c+b)(c)*a*c,True,True,True
875,(c*cb+bb+c+a)*(ba+a+c)*(a+a)*(b)c*bc+(c+a)(c)+a*a*bab+(c)+acc,False,False,False
876,(b*ac+bb+a+c)*+(ab)c*+(b)*(a)b*b+(a)*+b*ca+ac,False,False,False
877,(a)*(c+a+c)(b+c)*cc*c,False,False,False
878,(bcb)(bc)*(b),False,True,True
879,(cac+bb+a)*+b*a*(c)*a+b(b)*a+(a)*+c,False,False,True
880,(c*+aa)*b*,False,False,True
881,(ac+aa)(bc+c)*a(c)cab,False,False,False
882,(acb+ca)(cb+c+b)(a+b)ccbb,True,True,True
883,a+b*(a)*,True,True,True
884,(cbc+cb)*(cc+c+b)(b+b)b*a*+a*(b+c)(b)*cac+aaa*cb+bc,False,False,False
885,(b*ab+c+a+a)*b(a+a)*(b)c*cb+(ba+c+a)*a(a)*bba+a(a)*b*cc+b*a*cc+bbb,False,False,False
886,(c*ab)a*(b+a)*bc*aa,False,False,False
887,(a*a+c+c+a)*(cc+a)*(b),True,True,True
888,ca*(b+b)*(b)b*ca+(a+c+c)*(a+c)(b)cac,True,True,True
889,(a*ac)+c*b(c)*+(c+b)*+(b)aac,True,True,True
890,(b*aa+ba+b+c)*(a+b+c)*(b+b)*(c)*cc,False,False,False
891,(c+a+c+b)*(b+c+a)*(b+b)*b*abb+(aa+a)c*+a(b)*+(b)*a*ba,False,False,False
892,(c+aa+b)a*+c(b)b,True,True,True
893,(a*+c+a+c)c(c+a)(a)*cca+(ab+b+c)*(c+b)(b)*aba+(b+c)*(b)bcb,False,False,False
894,(b*ba+cb+c+a)(ab)+b*(c+b)(b)b*ca+b(a)a*a,True,True,True
895,a*(ac+c+c)bc+c*(c+c)*(a)bcc+c,True,True,True
896,(bb+ba+b+a)(ca)(b)(a)*cab+c(b+a)*(a)*b*ca+(b+b)*+(a)*a*cb+b*b+ab+c+c,True,True,True
897,(b*ca+cb+b)*(a+a)(b+a)a,False,False,False
898,(aba+ac)(b+b+b)(b+b)(c)a*+b*(c)+b(a)bbc+cbbc,True,True,True
899,c*(bb+b+b)(a+a)*(c)*c*ca+c(a+a)*(a)c,True,True,True
900,c*+(ca+c)(b)*(a)*aab,True,True,True
901,(a)+(bb)*+a*a*cac,False,False,True
902,(bbc+b+a+a)*(cb+b)*,False,False,False
903,(b*+aa)*(ab+c+b)*(c+b)*+(a)*(a)(c)*a+(a+b)(a)*bb,False,False,False
904,a*(a+a+a)(a+b)(a)*c*,True,True,True
905,b(ab+c+b)a(c)*+(ab)*b+(a+c)(b)*c*+(a)abc+c+c+a+c,False,True,True
906,(a*cb+bc)*(cc+b+a)+(bc+a+a)*(a+c)(c)*,False,False,False
907,(a*bc+cc+c+a)*(cc+a)*(b)(b)a*aa,False,False,False
908,a(cc+b+c)*(a)(b)*ac,True,True,True
909,(b*bb+ac)*(ac+a)*cb*a*ab,False,False,False
910,c(c+c)(c)+b*+a*+(a)bbb+a*ca,True,True,True
911,(b*ba+bb+a)b*a*(a)*+(bc)*(b+c)(b)*b*bc+(c)ccb+(c)+bcc+bb+c,False,True,True
912,a*+(a)*,True,True,True
913,(b*cb)(ac+c+c)+b*(a)(a),True,True,True
914,(cc+a+b)c(a+a)(b)*+(ac+c)+(b)(a),True,True,True
915,(aa)*,False,False,True
916,(a*ba)*(b+a+b)a+(cb+b+b)*,False,False,False
917,(acc)(ac+b+b)(b+a)*(b)*b*+(bc)bab*a+(b+b)*,True,True,True
918,(abb)*(aa+b)(c)*(a)*b*ca+b(a)(b)*a*ba,False,True,True
919,(bab+cb+a+c)(aa)*(a+c)(c)*c,False,False,True
920,b(bb)(a+b)(c)*b,True,True,True
921,(a*cb)*(c+b+a)+(ca)*a*+(a+b)aa+(a)abb+aac+cb,False,False,False
922,(caa+cb+a+b)(bc+c+b)*(a+c)(b)*c+(b)*(a)*b*abb+(b+c)(c)*a*b+(c)bac+c*cb+bc+a+a,False,False,False
923,(ba+ca+a+a)*(ca)(c+c)(a)*b*,False,False,False
924,b*(ab)*(a)c,False,True,True
925,(b*ba)*a(c+c)*(b)*b*a+(b)*,False,False,False
926,(baa+ab+b)*,False,False,False
927,(c*+ac+a+b)*b*(c+b),False,False,False
928,(cba+c+a)(b+c)*(b+a)*(c)*+(bb+a+b)+(b+a)*c*c+(b)baa,True,True,True
929,b(ba)c+b*b+(b)*,True,True,True
930,(abb+a+b)*+(ba+b)(c+c)*(a)*+(c+b)*(a)*+a*c*+aa+aa+b+c,True,True,True
931,(ca+c+a+b)*(ba+c+b)*c(a)a*a,False,False,False
932,(b*bb+bc)(bb)*(a+c)*(c)cac+(cb)(a)(a)+(a)+a*cc+a*ab+b,False,False,False
933,c(cb+a+a)*(c+a)(a)*ac+(aa+a+a)*(a+c)(a)c*c,False,False,False
934,(abc)+a*(a+c)*c*+(b+c)*(a)*,True,True,True
935,c(ab+c+c)*c*(a)b*,False,False,False
936,(aa+ab+b)*c*(b)(b)c*ab+(bb+b+b)(c)*(b)a+c*acb+(b)*+bbc,False,False,False
937,c*(bc+b)a*(b)+bc(c)*b*aa+(a+c)*(b)*c*ba,True,True,True
938,a(ac+b),True,True,True
939,(acb+bc+c+b)(bc+c+b)a*c*bca,True,True,True
940,(a*+ab+a+a)(a)(c)(c)*bb,True,True,True
941,(c*a+bb+a+b)*c*(a+b)(a)*a*cb+(ac+c)*,False,False,False
942,(bc)*(aa+a+c)*c*(c)cac+(ac+c+c)*(b)*a*cbc+(a)*(a)*a*ab+a,False,False,False
943,(a*+ac)*(b+b+b)+(ab)*(c+c)+(a)*c*,False,False,False
944,c(ab+c)*(b+a)*(a)c*ba+(ba)(c+c)(b)*+(b+a)*+(b)bbc+a*+ca+a+a,False,False,False
945,(a*cb+ba+a+c)(cb+b+b)*,False,False,False
946,(c*cc)(ca+b+a)*+(bb+a+c)*b*(a)*b*,False,False,False
947,(c*cc+ac+a+c)(bc+c+a)+(ac+a),True,True,True
948,(abc)(bc+a+a)(b+b)(a)bca+(bc+c+b)*,True,True,True
949,(aac+ab)*(ab)*a*c*a*ba+(cb+b)(c+a)*(a)*b+(c+c)*(a)*b*,False,False,False
950,(b+aa+b)b*b(a)b*b+(aa)*(a+b)(c)b*ac+c(c)*cba+c*a*bc,False,False,True
951,(cc+bb)*(c)c*(b)b*+(bc),False,False,False
952,c*(cb)*b(c)*b*bb+a*(c+b),False,True,True
953,(b*ca)(aa+b+b)ba+(cb+b+b)+(c+a)*(a)bba+(a)bac+a*bc,False,False,False
954,(c*ca+bb+b+b)+(bb+b+a)a*(a)*b,True,True,True
955,(cc+ac)(ac+b)a*(b)*cc,True,True,True
956,(aac+ca+a)*(ac+b+a)*caa*,False,False,False
957,(a*ba+cb)+b+(a+a)*(b)*+c*,True,True,True
958,(bba+ba+a+a)(cb+c)*+(bc+b+a)*b(b)*b,False,False,False
959,(bab+bc)*,False,True,True
960,(b*b+ab)*b*c+(cc+a+a)*(c+b),False,False,False
961,(c*cc+bb)*(ca+c+b)(c+c)*(c)*bb+(aa+c+c)(a+a)(b)*c+(a+c)a*c*ac,False,False,False
962,a(cc+c+b)(a+a),True,True,True
963,(a*aa+ba+c+b)(ab+c+c)*(c+a)bb,False,False,False
964,(b*bc+bb+c+a)*(a+a)a(a)*b*ba+c(c)*(a)abc+(b+b)*b*b*+(b)*,False,False,False
965,(acc+bb+b+a)*(ba+a)(b+b)+(a+b)(a+c)(a)*c*+(a+b)*+(a)*a*cb+bac+cc+b+b,False,False,False
966,(a*ac+ba+a+a)(ab+c)*ba*b*bc,False,True,True
967,(b+bb+b+a)*,True,True,True
968,(b*+c+b+b)(cc)+a*a(b)c,True,True,True
969,(c*ac+bb+a)*(cb+a+a)*(c+b)b*bba,False,False,False
970,(a*+ba)(cc+a+c)+(aa+c+c)*c+(a+c)*+ba*ac+c*cc+b,True,True,True
971,(cab+aa+c)*(a+c+a)*c*(a)*,False,False,False
972,(b+aa)(ca)(b+b)cc*+a+(c)b*a*+(b)*a*cc,True,True,True
973,(b*cb)c(a+a)ca*bb,True,True,True
974,(b*bc)*(c+a+c)(a+b)*(a)+c(c+b)bc*a+(b)c*,False,False,False
975,(c*+aa)*+(ac+b+c)bab*a,False,False,True
976,(c*)*ac+(ba)*a*(b)a+(b+a)(a)bca+(a)*bcb,False,True,True
977,b*(cb+a+c)*(c)*cb*bc+(ac+a+b)*a(b)ccb+(a+c)a+(c),False,False,False
978,(b*+a+b),True,True,True
979,(c*b+ca+b)(ac)c*b*ab+(ba+b)*a*+(a+b)(c),False,False,False
980,(aba+ca)(a+b+c)*(a+b)*(a)caa+a*(c+a)bc+(c+c)*(b)*bab+(b),False,False,False
981,c*(ba)*(a+a)*ccac+(b+c+b)(a)(a)*+(a)(a)b*bb+cba+cac+b+c+b,False,True,True
982,c*+(ca+b)(b+a)*bbac,False,False,False
983,(ccb+cc+b+c)*(ba+b)(b+b)*,False,False,False
984,(a)*(cb+b+c)*(c)(c)+c*a*(b)+(b+c)*(b)ccc+(b)*bca+c*+cc,False,False,False
985,(b*ba)(bb)*(b+b)*(c)b*,True,True,True
986,(c*aa+cc+b)(ba+a+a)*+(ca+c)*(a+c)b,False,False,False
987,(a*cc+cc+a+a),True,True,True
988,(a*cc+bc+c+b)*(c+c)*+a*(a+c)(a)*aba,False,False,False
989,(cac+ba)+(bc+a+b)*b*+b*(b)caa,False,False,False
990,(c*a)*(cb)+(c+b)(c),False,False,False
991,(a*cb+ca+b+a)c+a*c*c*+(b+a)*(a)*b*ac+(b)a*c,False,False,False
992,(b*cb+ac+c)*c(a+c)*,False,False,False
993,(bbb+aa+b+a)(cb+b)(c+a)*(c)*aba+(a)a*+(c+b)*(b)cbc+bccc+b*ca+ca+a+c,False,False,False
994,(b*ab+cc+b+c)cb*caaa+(ca+a+a)*+(c)*a*+a*+b*a+aa+a+c,False,False,False
